,Date,avg_comments,avg_bookmarks,avg_shares,year,month,day,weekday,discount_today,avg_discount,Y_discount_1d,Y_avg_discount_1d,Y_discount_3d,Y_avg_discount_3d,Y_discount_7d,Y_avg_discount_7d,Y_discount_14d,Y_avg_discount_14d,discount_past1day,discount_past2day,discount_past3day,discount_past4day,discount_past5day,discount_past6day,discount_past7day,discount_min_past15day,discount_min_past30day,discount_max_past15day,discount_max_past30day,discount_mean_past15day,discount_mean_past30day,nday_away_Martin_Luther_King_Jr_Day,nday_away_Columbus_Day,nday_away_Labor_Day,nday_away_New_Years_Day,nday_away_Thanksgiving,nday_away_Memorial_Day,nday_away_Christmas_Day,nday_away_Washingtons_Birthday,nday_away_Veterans_Day,nday_away_Independence_Day,nday_away_anyholiday
13,2017-12-10,20.0,34.0,15.0,2017,12,10,6,1,40.0,0,0,0,0,1,20,1,30,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,0.05293050193270875,0.00016385096587198604,5.420835868877036e-10,0.33370241075447066,0.5192712990540764,7.469255741829046e-29,0.6003730411984044,1.0855496653299211e-05,0.14852091655171076,1.2688318989310368e-25,0.6003730411984044
14,2017-12-11,0.0,0.0,0.0,2017,12,11,0,0,0.0,0,0,0,0,1,30,1,30,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,0.06217652402211632,0.00012340980408667956,3.4836240728956334e-10,0.36787944117144233,0.47965226883004425,1.603810890548638e-28,0.6411803884299546,1.4945338524781451e-05,0.12992260830505947,6.155375693545423e-26,0.6411803884299546
15,2017-12-12,0.0,0.0,0.0,2017,12,12,1,0,0.0,0,0,1,20,1,30,1,30,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,50.0,,13.666666666666666,,0.07270717596764426,9.252960973638543e-05,2.2285722505175572e-10,0.40372170860859763,0.441051290941554,3.4281466917367465e-28,0.6816629478612286,2.0482936846887517e-05,0.11313897801910364,2.972593012420696e-26,0.6816629478612286
16,2017-12-13,0.0,0.0,0.0,2017,12,13,2,0,0.0,0,0,1,20,1,30,1,30,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,50.0,,12.0,,0.08463666150622445,6.906248619019833e-05,1.4192292867942123e-10,0.441051290941554,0.40372170860859763,7.294508704739252e-28,0.7214222903547561,2.7945321209152884e-05,0.09807767964508253,1.429047782650265e-26,0.7214222903547561
17,2017-12-14,0.0,0.0,0.0,2017,12,14,3,0,0.0,1,20,1,20,1,30,1,30,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,50.0,,10.333333333333334,,0.09807767964508253,5.131379054322775e-05,8.997229967366561e-11,0.47965226883004425,0.36787944117144233,1.5451231768499288e-27,0.760045927023468,3.795389888449303e-05,0.08463666150622445,6.838934727824874e-27,0.760045927023468
18,2017-12-15,9.0,66.0,14.0,2017,12,15,4,1,15.0,0,0,1,50,1,50,1,60,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,50.0,,8.666666666666666,,0.11313897801910364,3.795389888449303e-05,5.678001307018091e-11,0.5192712990540764,0.33370241075447066,3.2580712504375464e-27,0.7971141629458125,5.131379054322775e-05,0.07270717596764426,3.2580712504375464e-27,0.7971141629458125
19,2017-12-16,0.0,0.0,0.0,2017,12,16,5,0,0.0,0,0,1,50,1,50,1,60,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,50.0,,9.666666666666666,,0.12992260830505947,2.7945321209152884e-05,3.567077669253329e-11,0.5596191218461927,0.30133083890551066,6.838934727824874e-27,0.8322075006903012,6.906248619019833e-05,0.06217652402211632,1.5451231768499288e-27,0.8322075006903012
20,2017-12-17,0.0,0.0,0.0,2017,12,17,6,0,0.0,1,50,1,50,1,50,1,60,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,50.0,,7.0,,0.14852091655171076,2.0482936846887517e-05,2.2307970104970424e-11,0.6003730411984044,0.2708683284704635,1.429047782650265e-26,0.8649144172389205,9.252960973638543e-05,0.05293050193270875,7.294508704739252e-28,0.8649144172389205
21,2017-12-18,4.0,27.0,7.0,2017,12,18,0,1,50.0,0,0,0,0,0,0,1,70,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,50.0,,7.0,,0.1690133154060661,1.4945338524781451e-05,1.3887943864964021e-11,0.6411803884299546,0.24238362999515986,2.972593012420696e-26,0.8948393168143698,0.00012340980408667956,0.04485553036633267,3.4281466917367465e-28,0.8948393168143698
22,2017-12-19,0.0,0.0,0.0,2017,12,19,1,0,0.0,0,0,0,0,0,0,1,70,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,50.0,,10.333333333333334,,0.19146289967870542,1.0855496653299211e-05,8.606890178604721e-12,0.6816629478612286,0.21591298091726488,6.155375693545423e-26,0.9216104472977248,0.00016385096587198604,0.03784045853143394,1.603810890548638e-28,0.9216104472977248
23,2017-12-20,0.0,0.0,0.0,2017,12,20,2,0,0.0,0,0,0,0,0,0,1,70,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,50.0,,10.333333333333334,,0.21591298091726488,7.849175678309677e-06,5.309883359214771e-12,0.7214222903547561,0.19146289967870542,1.2688318989310368e-25,0.9448875602748896,0.00021656025755544176,0.03177804641749838,7.469255741829046e-29,0.9448875602748896
24,2017-12-21,0.0,0.0,0.0,2017,12,21,3,0,0.0,0,0,0,0,0,0,1,70,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,50.0,,7.0,,0.24238362999515986,5.649744546949397e-06,3.2610248726700355e-12,0.760045927023468,0.1690133154060661,2.603658507632229e-25,0.9643690948860915,0.00028493048887656886,0.026566137145725102,3.4628359020592734e-29,0.9643690948860915
25,2017-12-22,0.0,0.0,0.0,2017,12,22,4,0,0.0,0,0,0,0,1,60,1,70,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,50.0,,7.0,,0.2708683284704635,4.048218864632775e-06,1.9936717358377863e-12,0.7971141629458125,0.14852091655171076,5.318563715269067e-25,0.9797986738537043,0.00037318957021707967,0.022108538597039658,1.5981476628267853e-29,0.9797986738537043
26,2017-12-23,0.0,0.0,0.0,2017,12,23,5,0,0.0,0,0,0,0,1,60,1,70,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,50.0,,7.0,,0.30133083890551066,2.8875503621930407e-06,1.2133430395437822e-12,0.8322075006903012,0.12992260830505947,1.0815214096490333e-24,0.9909707162514318,0.0004865757746296883,0.01831563888873418,7.342303069252906e-30,0.9909707162514318
